Iterations,input,output
1258,((q→q)q)⊢(t∨(r∨(q→q))),(qqqq)(q)q((qq)(qq))∨q)
1259,((r→(t∧t))((p→p)∨s))⊢(t∨(r→(t∧t))),((→()(t)))((∨)((()((∨))((()))))
1260,(q(s∧p))⊢((s∧p)∨s),((∧∧))(())((∨s)(
1261,(t((r→s)∧r))⊢(q∨t),((∧∧))(())((∨))()
1262,((p→q)r)⊢((p→q)∨r),((→→))(r∨)((∨∨)(∨∨))
1263,(((p→t)∧r)(t∧s))⊢(q∨((p→t)∧r)),((→()(∧)))((∨)((()()))))
1264,(r(r∨r))⊢r,r(rr)r((∨∨)
1265,(s((t→r)∨t))⊢s,((∧∧))((∨))(∨)
1266,((t→s)r)⊢((t→s)∨t),((→→))((∨)((∨→)(∨))
1267,((p→(q∧r))((p∨s)→p))⊢((p∨s)→p),((→()(p→))(p∨)(((p((∨p)))
1268,(((r∧r)∨r)r)⊢(r∨s),r(rrrr(rrr((rr)rr∨r)
1269,((t∧r)(¬r))⊢(p∨(¬r)),(¬∧)((¬))((∨)(())(
1270,((¬s)(s∨(r∧q)))⊢((¬s)∧(q∨(¬s))),(¬∧)((∧))(¬¬)((¬))(()((¬)))))
1271,((s→q)r)⊢(r→(r∨t)),((→→))(r∨)((∨→)(∨∨))
1272,(q((p→s)∧s))⊢(p→s),((∧∧))(())((∨s)()
1273,((p∨r)r)⊢(r→(s∨r)),((rr)r(r∨r((∨r)(∨∨))
1274,(q((q∨s)→q))⊢(q∨q),((qq)q(q)q((qq)(qq))
1275,((s∨r)t)⊢(p∨(s∨r)),((∨∨))(p∨)((∨∨)(∨∨))
1276,(p(r∧(s∨q)))⊢(r∨p),((rr))(r))((∨∨)(∨)
1277,((s∨(t∧p))s)⊢(p∨s),((∧∧))(p))((∨p)(
1278,((¬t)(r∨s))⊢(r∨(¬t)),((∨))(¬))((∨)((()(())
1279,(s(q∨(q→q)))⊢(s∧(p∨s)),((→∧))()))((∨))(∨∨)))
1280,((r→t)(p∧r))⊢((r→t)∧(p∧r)),((→()(s)))((∨))((s))))
1281,(p(t→t))⊢((t→t)→(p∨(t→t))),(t→→t)tt)t(ttt)(tttt∨t))
1282,(q((q∨s)→q))⊢(r∨((q∨s)→q)),((→qq)qq))(q∨q((qq)q∨q))
1283,((r∧r)(r∨(p∨q)))⊢((r∧r)∨r),(rrrrrrrrr(rrr(rrrrrrr)
1284,((q∧(r→s))s)⊢(t∨s),((∧∧))(())((∨s)()
1285,(((s∨q)∧p)(r∨r))⊢(((s∨q)∧p)∨t),((∨()(∨))(((∨)((((())))()
1286,((s∧q)(¬p))⊢(s∨p),((∧∧))∧()(()∨))
1287,((p∨p)(p→t))⊢((p∨p)∧(r∨(p∨p))),(p∨ppppp)p(ppp(ppppppp)ppppp
1288,(t(t→(¬p)))⊢((t→(¬p))∨q),((∨()(t))((∨))(()(())))
1289,((t∨s)(r→(t∨p)))⊢((t∨s)→(r→(t∨p))),((∨()(∨→))(→∨)((∨(((∨))((∨))∨))))
1290,(q(s∧(¬s)))⊢(q∧s),((∧∧))∧()∧()∧∧)
1291,((t∧r)(s∧(t∨p)))⊢(t∧r),((∧∧))∧())((∨))())
1292,(q(s∨s))⊢(q∨s),((∧∧))((∨)((∨)
1293,((s∨(¬r))p)⊢((s∨(¬r))→p),((∨))(∨))((∨)((()(())))
1294,(t(s∧p))⊢(s∨(s∧p)),((∧∧))(())((∨s)(
1295,(p((q∨p)∧q))⊢(t∨p),((∨p))(t))((∨∨)(∨)
1296,((p∨(p→q))(t∧q))⊢(t∨t),((tt))(t))((∨t)(∨∨)))
1297,(q((¬s)∨r))⊢(((¬s)∨r)∨p),(¬∨)((∨))((∨)((∨)(())()
1298,((t∨p)(t→t))⊢(t→t),tttt)t(ttt((tt)(t∨t)
1299,((p→p)r)⊢(t∨r),((→p))((∨))(∨∨)
1300,((s∨s)(¬t))⊢((s∨s)∧((s∨s)∨q)),((∧()(∧))((())(())(()))(
1301,(r(r∧s))⊢((r∧s)→r),((∧∧))(())((rr)(
1302,(((p→r)→r)s)⊢(s∨(q∨s)),((→→))(→))((∨))(∨∨)))
1303,(p(t→t))⊢(q∨(p∨r)),((∨∨))(t∨)((∨∨)(∨∨))
1304,((q→(p→p))s)⊢(s∨t),((→→))(())((∨→)(∨))
1305,(t(t∨p))⊢(q∨(t∨p)),((∨∨))(t∨t((∨∨)(∨∨))
1306,((q→p)(s∧r))⊢((q→p)∧(s∧r)),((∧∧))s∧))((ss)(ss()))
1307,(p(t∨q))⊢(p∨q),((∨∨))((∨))(∨∨)
1308,((q→r)(¬r))⊢((q→r)→(¬r)),((rr)(r))((r)((())())))
1309,(t(s∧(p∨r)))⊢(t∨q),((∧∧))(())((∨∨)()
1310,((q∨(r→s))q)⊢(q∨(q∨(r→s))),((→q))q)))((∨)((∨q))∨q))
1311,((q∨(r∧p))q)⊢((q∨(r∧p))∨r),((∨r)(∨)))((∨)((∨∨))∨))
1312,(p((s∧p)∧r))⊢(((s∧p)∧r)→(((s∧p)∧r)∨s)),(ss(s(s∧)((ss)ssss(sss)s(∧s∧s)))))
1313,((p∨(r→s))((r∧s)∧p))⊢(t∨(p∨(r→s))),((→()(p)))(p∨)((()((∨))((()))))
1314,((s∧r)p)⊢(p∨t),((∧∧))((∨)(()
1315,(((r∧r)→s)t)⊢(((r∧r)→s)∧(((r∧r)→s)∧t)),(s→(s(s)))(ss)(sss((ss)((∧()s)))))
1316,(q((t∧p)→s))⊢(q∨s),((∧∧))(())((∨))()
1317,((q∨t)(¬p))⊢((q∨t)∧(q∨(q∨t))),((∨()(∨))((∨∨((((((q)))())
1318,(s((q→t)∧q))⊢(q∨(q→t)),((qq))(q))((∨q)(qq)))
1319,(q((t→p)→t))⊢(q∧((t→p)→t)),((→→))t→))((∨t)(tt))∨t))
1320,((s∧(¬q))t)⊢(t→(r∨t)),((∧∧)(∧))(((∨))()∨))
1321,(t((r→s)∧r))⊢(t∧(p∨t)),((∧∧))()))((∨))(∨∨))
1322,((¬t)(t∧(t∨s)))⊢(t∨(s∨(¬t))),((∨(((t))((t)((t)((t))(())
1323,(((t→t)∧t)s)⊢(s∨s),((∧∧))(())((∨t)()
1324,(((t∧p)∨t)p)⊢(t∨p),((pp)t(p))((∨p)(∨)
1325,((¬p)(q→r))⊢((q→r)→((¬p)→(q→r))),((∨()(r))((r)(((()(()))((())))))
1326,((s∧r)((p∨t)∨p))⊢(s∨t),((∨p))(p))((∨))(∨∨)))
1327,(s(s→p))⊢(s∨s),((∧∧))((∨)((∨)
1328,((p→t)r)⊢(p∨(p→t)),((→p))(p∨)((∨p)(∨∨))
1329,(((¬r)∨q)t)⊢(q∨((¬r)∨q)),((∨)((∨))((∨)((∨)(∨∨)()
1330,((s→q)(s∧t))⊢((s→q)∧t),((∧∧))∧∧))((∨))()∧)))
1331,(t(q→(q∧s)))⊢t,((∧∧))((∨)(()
1332,((r→r)(s∧r))⊢((s∧r)→(t∨(s∧r))),((→()(r)))((s)((ss())s))
1333,((r→(¬q))q)⊢((r→(¬q))∨r),((∨r)(q))((∨)((()(())))
1334,((p∧q)(p∨q))⊢((p∨q)∧q),((∧q))()))((∨))(∨∨))
1335,(((s∧t)∧q)q)⊢(p∨q),((∧∧))(())((∨q)(
1336,((t→s)s)⊢(r∨(t→s)),((→→))(())((∨→)(∨))
1337,((r→r)(t∧s))⊢((r→r)∧(t∧s)),((∧∧))s∧))((∨s)(ss()))
1338,((r→q)((s→t)∧p))⊢((r→q)∧((s→t)∧p)),((→()(s)))((()(((→((→s)((→))))
1339,(q(t∧(r∧s)))⊢(t∨q),((∧∧))(())((∨q)(
1340,((s∨s)(¬r))⊢((s∨s)∧(q∨(s∨s))),((s()(r))((s)((())(()))(
1341,((q∧p)((s∨q)∨p))⊢((s∨q)∨p),((∨()(∨)))((∨)((∨∨()∨)))
1342,((s∧(¬t))t)⊢(s∨(s∧(¬t))),(¬∧)((∧))((s)(()))())
1343,(t(r∧s))⊢((r∧s)∧r),((∧∧))(())((∧s)
1344,((q→s)p)⊢(p∨q),((∧∧))((∨))(∨∨)
1345,((t∨s)q)⊢(t∨q),((qq))(t∨))(∨)
1346,(p(q∧p))⊢(p∨r),((∧∧))((∨))(
1347,(r(p∧(q∨q)))⊢(r∧(q∨q)),((qq))qq))((∨q)(q∨))
1348,(q(r∨t))⊢((r∨t)∨q),((∨∨))(q∨)((∨∨)(∨∨))
1349,(s(p→q))⊢((p→q)∨s),((→→))(())((∨→)(∨))
1350,((t∨t)s)⊢((s∨q)∨t),((tt))(t))((∨t)(∨∨))
1351,((t∧(¬s))r)⊢(q∨(r∨q)),((∧q)(q))(((∨()()∨))
1352,((p→t)t)⊢(r∨t),((→→))((∨))(∨∨)
1353,((s∧q)(¬p))⊢s,((∧∧))(()∧()
1354,((r∨(s→t))s)⊢(s∨s),((→∧))(())((∨))(∨))
1355,(r((r∨r)→r))⊢(r∨r),rrrrrr(rrrr(rr)rr∨r)
1356,(s(r∨q))⊢(s∧(r∨q)),((r∧))(())((∨r)()
1357,(p(t∨r))⊢((t∨(t∨r))∨s),((∨∨))(∨))((∨))(∨∨))∨)
1358,(t(t∧t))⊢((t∧t)∨q),tttt)tttttt(tt)t
1359,((¬s)(s∨q))⊢((¬s)∧((¬s)∨s)),(¬∧)((∧))((¬)((¬))())((¬))
1360,((q∨t)q)⊢(q→(t∨q)),((qq))(q∨q((∨q)(q∨))
1361,((t→p)t)⊢(t∨q),((tt))(t∨t)(∨∨)
1362,(((q∧t)∧q)(p→(t∨s)))⊢t,((∧∧))(t))((∨t)(tt))
1363,(((q∧s)∨t)q)⊢((q∨s)∨s),((∧q))(q))((∨))(∨∨)))
1364,((¬r)(t∧q))⊢((¬r)∧t),(¬∧)((∧))(())(())
1365,((s→r)q)⊢((s→r)∧q),((→∧))(())((∨s)()
1366,((r∨r)t)⊢(t∨r),((∨∨))((∨))(∨∨)
1367,((q∨(p∧q))(t→(r∨s)))⊢(q∨(q∨(p∧q))),((∨()(q))((q∨)((()((∨))((())))))
1368,((s∨(r→r))q)⊢(q∨q),((→q))(q∨)((∨q)(∨∨))
1369,(p((¬q)∧t))⊢(p∧(¬q)),(¬∧)((∧))(())(())
1370,((q∧r)q)⊢((q∧r)∨q),((qq)q(q)qq(qq)(
1371,((s∧q)(¬p))⊢q,((∧∧))(()∧()
1372,(q(p∧r))⊢((p∧r)→r),((∧∧))(())((∨r)(
1373,((s∨(¬p))(s∧s))⊢(q∨(s∧s)),((∧∧)(∧))((s))(())()))
1374,((¬r)((s∧s)∧r))⊢(p∨((s∧s)∧r)),(ss∧)(∧))((s)((s))())))
1375,(t(r∧p))⊢(s∨t),((∧∧))((∨)(()
1376,((s∨(p∧p))(t→s))⊢((t→s)∨s),((→()(p→))((∨))((→()∨)))
1377,((t∨p)(¬p))⊢(q∨(s∨(¬p))),(¬∨)((∨))((∨)((∨)(())(
1378,((r→(r∧q))s)⊢(r→(r∧q)),((→∧))(r))((∨r)(rr)))
1379,((s→q)s)⊢(s→(s∨q)),((→→))(())((∨→)())
1380,(q(r→(¬s)))⊢(q∨t),((∧q))(q))((∨q)(
1381,(p(r∧(p→s)))⊢(q∨p),((→∧))(p))((∨))()
1382,(p(t∧s))⊢(p∨r),((∧∧))((∨)(()
1383,((q∨s)(r∧s))⊢((q∨s)∨r),((rr))()))((∨r)(∨∨)))
1384,(t(s∧r))⊢((s∧r)∨q),((∧∧))(())((∨s)(
1385,((t→(r∨r))q)⊢(t→(r∨r)),((→∨))(∨))((∨))(∨∨))∨)
1386,(((s∧t)→p)s)⊢(s∨((s∧t)→p)),((→∧)(s∧))((s))((→()∧)))
1387,((¬p)((s∧p)→q))⊢(((s∧p)→q)∨s),((∧()(∧))((s))(())())))(
1388,(s(r∧(p→p)))⊢(s→(s∨q)),((→∧))(s))((∨))(∨→)))
1389,((p→r)q)⊢(q∨p),((→∨))((∨))(∨∨)
1390,(q(s∧(s∧p)))⊢(q∧(q∨r)),((∧∧))∧∧))((∨))())
1391,((p→r)q)⊢((p→r)∧q),((→∧))(())((∨))()
1392,(s(r∧s))⊢(q∨(r∧s)),((∧∧))(())((∨s)(
1393,((q→p)(¬q))⊢((q→p)∧(¬q)),((∧()(∧))((q)((())())))
1394,((t→t)(r→p))⊢((r→p)→((r→p)∨r)),((→→)(→→))(→∨)((∨→((∨)))∨)
1395,(r(q→r))⊢(q∨((q→r)∨q)),((→q))(q))((∨q)(q∨))∨)
1396,((p∧p)t)⊢(p∨s),((∧p)p((∨)(()
1397,(((t∨r)→p)q)⊢(t∨q),((∨∨))(t∨)((∨∨)(∨∨))
1398,((t→r)(¬t))⊢((¬t)∨s),((∧))(∧))((∨)((()(()
1399,((¬t)r)⊢(t∨r),((∧∧))(()∨()
1400,(s(s→t))⊢(s∧(s→t)),((∧∧))(())((∨→)()
1401,(((t∨t)∨p)t)⊢(q∨((t∨t)∨p)),(t∨∨)(∨t)t(ttt((t∨tt∨t))
1402,(p((¬t)∧r))⊢(p∨p),((pp)p(p)(()pp)
1403,((q∧p)(p∨r))⊢((p∨r)∧p),((∨p)((p))((∨))(∨∨))
1404,((q∨(¬p))q)⊢(q∨(t∨q)),((∨∨)(∨q)((∨∨q)(∨∨))
1405,(t((s→r)→p))⊢(p∨t),((→→))(p∨)((∨→)(∨))
1406,(((r∧t)∨s)(r∧q))⊢(r∨t),((∧∧))()))((∨))(∨∨))
1407,((s∧q)(t∨q))⊢(p∨(t∨q)),((∨q))(t))((∨))(∨∨)))
1408,((t∧(t∨p))q)⊢(q∧(p∨q)),((∧t))(t))((∨))(∨∨))
1409,((¬p)(q→r))⊢((r∨(q→r))∨t),((∨()(∨))(((∨)((∨∨()))))
1410,((s∨p)q)⊢(q∨p),((∨∨))((∨))(∨)
1411,((s→r)t)⊢((s→r)→t),((→→))((∨)((∨→)(→))
1412,(r(p∧(r∨p)))⊢p,((pp)p((∨))(
1413,((q→p)(r→t))⊢((r→t)∨t),((→→))(→))((∨→)(∨∨))∨)
1414,((s∧(t→s))s)⊢s,((∧∧))(())(()
1415,((¬s)(r∧(¬q)))⊢((r∧(¬q))∨q),(¬∧)((¬))(¬¬)(¬¬))(¬)((¬)
1416,((s∧s)(r→t))⊢(q∨(s∧s)),((∧∧))∧∧))((∨s)()∧)))
1417,((p∨t)(s∧(p∧r)))⊢((p∨t)∨r),((∨p)(pp))((∨)((∨∨())))
1418,(p(q→p))⊢((q→p)∨s),((→→))((∨)((∨))(∨))
1419,(q(p∨q))⊢(s∨(q∨q)),((qq))(q))((∨q)(∨∨))
1420,(t(r∧p))⊢(t∨(q∨t)),((tt))(t))((∨∨)(∨)
1421,((s→q)s)⊢(s→(s∨s)),((→∧))(())((∨→)())
1422,((q→r)(¬r))⊢(t∨((q→r)∨t)),((∨()(∨))(((∨)((∨∨()))))
1423,((q→q)s)⊢(s∨t),((∧∧))((∨)((∨)
1424,(q((s→r)∨p))⊢(q∨t),((→∨))(q∨)((∨∨)(∨∨))
1425,(t(t→(t→t)))⊢(t∨t),tttttt(tttt(tt)(ttt)
1426,((p→(r∨s))p)⊢(p∧(r∨s)),((→p))(p))((∨))(∨∨)))
1427,((r→r)((s∨q)∨t))⊢(q∨((s∨q)∨t)),((∨∨)(∨)))((∨)((∨∨((∨))(∨))
1428,((p∧q)s)⊢(p∧q),((∧∧))(()∧((
1429,((r→(r∧p))q)⊢(t∨q),((∧∧))(())((∨∨)(∨)
1430,((r∨t)(r∧r))⊢((r∧r)∨t),((rr))(r))((∨r)(∨∨))
1431,((q→t)p)⊢((q∨(q→t))∨q),((→q))(q))((∨q)(∨∨))∨)
1432,((r∨(t∨p))s)⊢(s∧(s∨t)),((→p))()))((∨))(∨∨)))
1433,((¬q)(s∧t))⊢((¬q)∧t),(¬∧)((∧))(())(())
1434,(p(q∨(q→q)))⊢((q∨(q→q))∨t),(qqqq)qq)q(q∨q((qq)q∨q))
1435,((r→s)q)⊢(q∨q),((qq))((∨))(∨q)
1436,((r∨(s∨s))(¬s))⊢(s∨((¬s)∨p)),((∨(((∨))((∨)((()((()((())
1437,((t∧r)(¬s))⊢(r∨(¬s)),(¬∧)((∧))(())(())
1438,(q((q∧t)→r))⊢(((q∧t)→r)∨t),((→q))qq))((∨))(qq))∨)))
1439,((r∧q)q)⊢(q→r),((∧q))((∨q(()
1440,((t∧r)(s→s))⊢((s→s)∧r),((∧∧))s∧))((ss)(ss)))
1441,(r(t→t))⊢((t→t)∨r),((→→))(t∨)((∨∨)(∨∨))
1442,(p((s→r)∧s))⊢(s→r),((→∧))(())((∨s)()
1443,((q∧(r→s))s)⊢(s∨r),((∧∧))(())((∨s)()
1444,(p(q∧r))⊢(p∨s),((∧∧))((∨)(()
1445,((¬r)t)⊢(t→(r∨t)),((∨∨))(t))((∨))(
1446,((q→(s∨t))(q∧p))⊢(s∨(q∧p)),((∧()(∧)))((∨)((()()))))
1447,((q∧s)t)⊢(q∨(q∧s)),((∧∧))(())((∨q)(
1448,(s(p→q))⊢(p→q),((→→))((∨)((∨→)
1449,(((q→t)∧t)q)⊢(((q→t)∧t)→q),((tqq)tq))((qt)(qt))∨q))
1450,((p→q)(¬r))⊢((q∨(¬r))∨p),((∨)((∨))((∨)((()(())))
1451,(((q∨s)∧q)r)⊢(r∨t),((∧q))(q))((∨q)()
1452,(t(p→p))⊢(q∨(t∧(p→p))),((→p))(p))((∨))(∨∨)))
1453,((s→p)p)⊢(p∨(s→p)),((→p))(p))((∨p)(p))
1454,(p(t∧(q∨t)))⊢(q∨(q∨t)),((∨t))(t))((∨t)(∨∨)))
1455,(q(t∧r))⊢((t∧r)∨s),((∧∧))(())((∨))(
1456,((¬q)(s→r))⊢((¬q)∨q),((q))(q))((∨)((()(())
1457,((t→s)r)⊢((t∨(t→s))∨s),((→→))(→))((∨))(∨∨)))
1458,(((t∧q)∨r)(¬s))⊢(((t∧q)∨r)∧(¬s)),(¬∧(((∧))((q)((())(()((()))))
1459,((s∨p)(s∧r))⊢((s∨p)∨t),((∨p))(p))((∨))(∨∨)))
1460,((¬p)(q∨(t∨t)))⊢(r∨((¬p)∨t)),(¬∨)((∨))((∨)(∨∨)(∨∨)(∨∨)))
1461,((q∨(r∧t))r)⊢((q∨(r∧t))∨s),((∨()(q)))((∨)((∨∨))∨))
1462,(q(p∨(p→r)))⊢((p∨(p→r))∨t),((∨∨)((∨))((∨)((∨∨))∨∨))
1463,((r∧q)(q→(p→p)))⊢((r∧q)→((r∧q)→(q→(p→p)))),((→()→→→))(→→)(((→((→→)((→(→→))((→))))))))
1464,(((t∧q)∨r)(¬s))⊢((¬s)→((¬s)∨r)),(¬∧)((∧))((∨)((∨))(()((()))))
1465,((t∧s)q)⊢((t∧s)∧((t∧s)∨q)),((∧∧)(∧∧))((∧))()∧()))
1466,((¬p)((s∧p)→q))⊢(s∨((s∧p)→q)),((∧()(∧))((s))(())())))(
1467,(((p∨s)∧t)p)⊢(p∨(q∨p)),((∨p)((p))((∨p)(∨∨))
1468,(r(s∨(q∧s)))⊢((s∨(q∧s))∨s),((∧()(∧)))((∨)(())())))
1469,((r∧r)t)⊢((r∧r)→r),((r∧))(())((∨r)(
1470,(((s∨p)∧p)(p∨p))⊢((p∨p)∨p),(ppppppppppppppppppppp)p
1471,(t((t∨t)→p))⊢(t∨(t∨r)),((∨t))(t)t((∨t)(t∨))∨)
1472,(((q→t)∧t)q)⊢((q∨t)∨s),((tq))(t))((∨q)(q∨)))
1473,(s((s→s)∨q))⊢(s∧((s→s)∨q)),((→())s∧))((∨))((→()∨s))
1474,((r→p)(t∨q))⊢((r→p)∧(q∨(r→p))),((→()(→)))((∨)((∨∨((∨))))
1475,(q(s∧(t∧p)))⊢(q∨r),((∧∧))(())((∨))(
1476,(s(s∧p))⊢(((s∧p)∨t)∨t),((∧∧))(p))((∨))()))
1477,(t(q→(q∧s)))⊢(p∨(q∨t)),((∧q))(t))((∨))(∨∨)))
1478,((s∧q)(t∨q))⊢(q∨t),((qq))(q))((∨q)()
1479,((r→p)(t∨q))⊢(t∨(t∨q)),((∨∨))(t))((∨))(∨∨))∨)
1480,((t∨(¬q))q)⊢((q∨p)∨p),((∨∨)(∨))((∨∨))(∨∨))
1481,((s∧(t∧p))q)⊢((s∧(t∧p))→(t∧p)),((∧∧)(∧∧))(∧()(()∧()∧∧))
1482,(t(s→q))⊢((s→q)→((s→q)∨p)),((→→))(→))((∨→)(∨→))∨)))
1483,((p∨r)p)⊢((p∨r)∧p),((pp)p(p))((∨p)(∨)
1484,(((r∧r)∨p)t)⊢((r∨t)∨s),((∨∨))()))((∨))(∨∨)))
1485,(q(t∧s))⊢((t∧s)→s),((∧∧))(())((∧∧)(
1486,((q→(t∨q))p)⊢(p∨p),((∨∨))(t∨)((∨∨)(∨∨))
1487,((t→r)(q∨(p→s)))⊢((t→r)∧((t→r)∨p)),((→()(→→))(→∨)(((→((∨))((∨))))))
1488,(rp)⊢(r∨s),((r∧))((∨)
1489,(((¬p)→q)q)⊢(q→(r∨q)),((qq))qq))((∨))(q∨))
1490,(r(t→(q→p)))⊢(r∨(t→(q→p))),((→→))(→))((∨))(∨∨))∨)))
1491,((s→s)r)⊢((s→s)∨p),((→→))(())((∨→)())
1492,(q(s∧r))⊢((s∧r)∧((s∧r)∨s)),((∧∧)(∧∧))(sss)(s∧()))
1493,((s∨s)t)⊢(t∨(s∨s)),((∧∧))(())((∨))(∨))
1494,((q∨t)(¬p))⊢(p∨(q∨t)),((∨∨)(∨t)((∨∨))(∨∨))
1495,((t∨s)q)⊢((t∨s)∨s),((∧∧))(t))((∨))(∨))
1496,((q→r)r)⊢(s∨(q→r)),((→r))(r∨)((∨r)(∨∨))
1497,((r→(q∧s))q)⊢(t∨(q∨s)),((→q))(q))((∨))(∨∨)))
1498,((q→r)s)⊢(s∨(q→r)),((→→))(r))((∨→)(∨))
1499,(p((p∧t)∧s))⊢(s∨(p∧t)),((∧∧))∧p))((∨p)())
1500,(q(s→s))⊢((q∨r)∨p),((→→))(r))((∨∨)(∨))
1501,(t(q→q))⊢((q→q)∧((q→q)∨s)),(qqqq)qq)q(qqq)(qqqq∨q))
1502,((r∧r)(s∧q))⊢((s∧q)∨s),((∧∧))∧∧))((∧s)()
1503,(r(q→r))⊢((q→r)∨q),((→q))(r∨)((∨r)(∨∨))
1504,((q→p)(q∨r))⊢((q→p)∨p),((∨∨))()))((∨))(∨∨))∨)
1505,((p∨p)(q∧r))⊢(r∨(p∨p)),((∨∨)((p))((∨))(∨∨))
1506,((¬p)(p∨q))⊢(t∨(¬p)),(¬∨)((¬p)((∨)(∨()(())
1507,(q((¬q)∨t))⊢((t∨q)∨q),((qq)qqq)((qqq)qq∨q)
1508,((¬q)(q∧t))⊢((¬q)∨p),(¬∧)((∧))((∨)(())(
1509,((¬q)(p∧q))⊢(s∨(p∧q)),((∧∧)(∧))((()))())
1510,((t→t)q)⊢(q∧(q∨t)),((tq))(t))((∨q)()
1511,((¬s)(s∨(r∧q)))⊢(q∨(s∨(r∧q))),((∧()(q))((q)((())())))(
1512,(((r∨r)→r)p)⊢(q∨p),((∨∨))(r∨)((∨∨)(∨∨))
1513,((s∧q)r)⊢(r∧(r∨q)),((∧∧))(())((∨r)(
1514,(s(t→(p∨r)))⊢(s→(r∨s)),((→→))(→))((∨))(∨∨)))
1515,((s∨(p∧p))(t→s))⊢(p∨(s∨(p∧p))),(ppp)(pp))(pp)((pp(ppp))
1516,(r(r→r))⊢(r∨s),r(rr)r(r∨r)(∨r)
1517,((t∨q)t)⊢(t→(t∨r)),((t∨))(t∨)((∨t)(∨∨))
1518,(p(t→(t∨r)))⊢(p∧(p∨s)),((∨p))(p))((∨))(∨∨)))
1519,((t∧q)p)⊢((t∧q)∨r),((∧∧))(())((∨q)(
1520,(p(r∨t))⊢(p∨(r∨t)),((∨∨))(p∨)((∨∨)(∨∨))
1521,((t∧r)(s∧(t∨p)))⊢((t∧r)→((t∧r)∧(s∧(t∨p)))),((∧()(∧))((∧))((()((()(((()())))(∧))))))
1522,(p(t∨t))⊢(p∨(t∨t)),((∨t)t(t∨t((∨t)(t∨))
1523,((p∨r)q)⊢((p∨r)∧q),((∨r))(r))((∨∨)(∨)
1524,(((q→q)∧p)(t→s))⊢(((q→q)∧p)∨p),((→()(→)))((∨)(((→()∨)))
1525,((s∨r)t)⊢((s∨r)∧((s∨r)∨r)),((∨r)(r)))((∨)((r∨))∨)))
1526,(r(q∧r))⊢(t∨r),((r∧))((∨))()
1527,(s((r→t)∨p))⊢(s∧((r→t)∨p)),((→()(()))((∨))(∨∨))∨)))
1528,((s→r)(¬r))⊢(r∨(s→r)),((rr)(rr))((rr)(rr)))
1529,((s∨p)(q∧r))⊢((q∧r)→q),((∧∧))()))((∨))()∨))
1530,((q→p)(r→t))⊢((q→p)∨t),((→→))(→))((∨))(∨∨))∨)
1531,((p∧s)(¬q))⊢p,((∧∧))(()∧()
1532,((p→q)t)⊢t,((∧∧))((∨∨)
1533,(r(p∨q))⊢((p∨q)∨t),((∨∨))(∨∨)((∨∨)(∨∨))
1534,(((r∨p)→r)q)⊢(s∨q),((→r))(r∨)((∨r)(∨∨))
1535,((q∨(¬r))r)⊢(t∨r),((∨∨))(r)(((∨r)(∨
1536,((t∧r)(¬r))⊢(s∨(t∧r)),((∧∧)(∧))(((())())
1537,((p∨r)q)⊢(q∧(q∨q)),((qq))(q))((∨q)(∨)
1538,((¬q)((p→q)∧r))⊢((¬q)∧((¬q)∨p)),(¬∧)((∧))(¬∨)((¬))(()((¬)))))
1539,(q(p∧r))⊢(q→p),((∧∧))((∨)(()
1540,(s(t→r))⊢(((t→r)∨s)∨t),((→→))(→))((∨))(∨∨)))
1541,(((t→q)∧t)s)⊢(s∨s),((∧∧))(())((∨))()
1542,(((s∧r)→s)(p→r))⊢(p→r),((→→))(s))((∨s)(s→)))
1543,(r(q→r))⊢(t∨(r∨s)),((→r))(r∨)((∨r)(∨∨))
1544,(t((p∧p)→p))⊢((t∨p)∨s),((pp)p(p))((∨p)(pp)))
1545,(s(t→(¬q)))⊢(q∨(t→(¬q))),((q()(q))((q)((())())))
1546,(p(r∨t))⊢(p∨t),((∨∨))(p∨))(∨∨)
1547,((r∨(q∨q))(q∨p))⊢((r∨(q∨q))∨p),(q∨∨)∨∨∨)((∨∨)((∨∨∨∨∨∨)(∨∨∨)
1548,((t∨r)p)⊢(p→((t∨r)→p)),((∨p))(p))((∨))(∨∨))∨)
1549,((¬s)(t∧(¬s)))⊢((¬s)∧t),(¬∧)((∧))(∧¬)(∧)))∧)
1550,((q∧(r→s))s)⊢(s∨q),((∧∧))(())((∨s)()
1551,((q→s)r)⊢(p∨(q→s)),((→→))(())((∨→)(∨))
1552,((t∧r)(s∧(t∨p)))⊢((t∧r)∧r),((∧∧)(∧)))((())()∧()))
1553,(((s∨q)∨p)(q∧t))⊢((q∧t)∨r),((∨()(q)))((∨)(((∨())))
1554,((s∧p)(s→p))⊢((s→p)∧(r∨(s→p))),((→()(s→))((s)((ss(s∨s))
1555,(t(p→(t∧s)))⊢(t∨r),((∧∧))(())((∨))()
1556,(((t∨t)∧s)(s∧p))⊢(s∨((t∨t)∧s)),((∧()(∧))(((()((()()))))
1557,((p∨q)(q∧(q∨r)))⊢q,((qq))(q))((∨q)(∨)
1558,((r∨(s→t))(¬r))⊢((r∨(s→t))∧(¬r)),((∨(((∨))((∨)((())(())(())))))
1559,(q(t→q))⊢(q∧(q∨p)),((qq))(q))((∨q)()
1560,(((p→q)∧p)p)⊢(p∨q),((∧p))(p))((∨∨)()
1561,((p∧t)(p∧s))⊢(p∨s),((∧∧))(p))((∨p)(
1562,((t∧(¬p))q)⊢(q∧(¬p)),(¬∧)((∧))(())(())
