Iterations,input,output
4294,(p(q∨(q→q)))⊢(p∨s),p(q∨(q→q))(p∨(q∨(q→q)))(p∨s)
4295,(r(r∧q))⊢(r∧(r∨q)),r(r∧q)(r∨q)(r∧(r∨q))
4296,(p(r→s))⊢(r∨p),p(r→s)(p∨(r→s))(r∨p)
4297,((p→(s∨s))((q→s)∨r))⊢((p→(s∨s))→((p→(s∨s))∨t)),(p→(s∨s))((q→s)∨r)((p→(s∨s))∨t)((p→(s∨s))→((p→(s∨s))∨t))
4298,((s∨(r→r))q)⊢((s∨(r→r))∧q),(s∨(r→r))q((s∨(r→r))∧q)
4299,(((q→s)∨t)(t∨r))⊢((t∨r)∨q),((q→s)∨t)(t∨r)(((q→s)∨))((t∨r))((t∨r)∨
4300,((s∨q)q)⊢(r∨(q∨r)),(s∨q)q(q∨r)(r∨(q∨r))
4301,(r(t∧q))⊢((t∧q)∨r),r(t∧q)(r∨(t∧q))((t∧q)∨r)
4302,(((r∧s)→q)s)⊢(((r∧s)→q)→s),((r∧s)→q)s(((r∧s)→q)→s)
4303,((r→s)s)⊢(p∨s),(r→s)s((r→s)∧s)(p∨s)
4304,(s(s∨t))⊢((s∨t)∨p),s(s∨t)(s∨∨)((s∨t)∨p)
4305,((p∨(¬p))(s∧p))⊢(p∨(¬p)),(p∨(¬p))(s∧p)((p∨(¬p))p(s∧p))(p(¬p)
4306,((q∨(p→q))(s→q))⊢(s→q),(q∨(p→q))(s→q)((q∨(p→q))∧(s→q))(s→q)
4307,(((r∧p)∨s)r)⊢(p∨r),((r∧p)∨s)r(((r∧p)∨s)∧r)(p∨r)
4308,((¬t)(r→q))⊢((r→q)∨r),(¬t)(r→q)((¬→)∨∨))((→→q)∨))
4309,((t→r)(¬t))⊢((¬t)∨r),(t→r)(¬t)((¬→r∨r)(((tt)r))
4310,(p(t∨t))⊢(s∨(q∨p)),p(t∨t)(p∨p)(s∨(q∨p))
4311,((p∨(p∨s))(s∧s))⊢(r∨(p∨(p∨s))),(p∨(p∨s))(s∧s)(p∨(s∨s))(r∨(p∨(p∨s)))
4312,((p∨(t→q))(p→t))⊢(r∨(p→t)),(p∨(t→q))(p→t)((p∨(t→q))∧(p→t))(r∨(p→t))
4313,(s((t→t)∧r))⊢((t→t)∨r),s((t→t)∧r)(t→t)((t→t)∨r)
4314,((q∧(p∨q))s)⊢((p∨q)∨r),(q∧(p∨q))s(p∨q)((p∨q)∨r)
4315,(p((¬p)∨r))⊢(p∧(r∨p)),p((¬p)∨r)(r∨p)(p∧(r∨p))
4316,((q→q)q)⊢(q∧(q∨r)),(q→q)q(q∨r)(q∧(q∨r))
4317,(p((p→p)→s))⊢(t∨p),p((p→p)→s)(p∨((p→p)→s))(t∨p)
4318,((p∧q)(p∨q))⊢((p∨q)∧((p∧q)→(p∨q))),(p∧q)(p∨q)((p∧q)→(p∨q))((p∨q)∧((p∧q)→(p∨q)))
4319,(p((q→r)∧r))⊢(p→((q→r)∧r)),p((q→r)∧r)(p→((q→r)∧r))
4320,(t((t∨q)∨q))⊢(t∧((t∨q)∨q)),t((t∨q)∨q)(t∧((t∨q)∨q))
4321,(p(t→r))⊢((p∨s)∨r),p(t→r)(p∨s)((p∨s)∨r)
4322,((t→s)(q→p))⊢((t→s)∨s),(t→s)(q→p)((t→s)∨))((t→s)∨s)
4323,((p∧p)q)⊢(((p∧p)∧q)∨s),(p∧p)q((p∧p)∧q)(((p∧p)∧q)∨s)
4324,(s(¬s))⊢(s→(s∨s)),s(¬s)(s∨s)(s→(s∨s))
4325,((s∧r)(p∨r))⊢((s∧r)∧((s∧r)∨r)),(s∧r)(p∨r)((s∧r)∨r)((s∧r)∧((s∧r)∨r))
4326,((t∨t)(r∨t))⊢((t∨t)→(s∨(t∨t))),(t∨t)(r∨t)(s∨(t∨t))((t∨t)→(s∨(t∨t)))
4327,((¬p)((s∧q)∧q))⊢(r∨(¬p)),(¬p)((s∧q)∧q)((∨()p))(r∨(¬p)
4328,(t(¬p))⊢((¬p)∧((¬p)∨t)),t(¬p)((¬p)∨t)((¬p)∧((¬p)∨t))
4329,(p(q→p))⊢(p∧(p∨p)),p(q→p)(p∨p)(p∧(p∨p))
4330,((t→r)t)⊢t,(t→r)t((t→r)∧t)t
4331,((s∧(t→s))s)⊢(s∧(p∨s)),(s∧(t→s))s(p∨s)(s∧(p∨s))
4332,(t(t∧(t→r)))⊢(r∨(t∨p)),t(t∧(t→r))(t∨p)(r∨(t∨p))
4333,(q((¬r)∨q))⊢(q∨t),q((¬r)∨q)(q∨((¬r)∨q))(q∨t)
4334,(r((¬s)∧p))⊢(q∨p),r((¬s)∧p)((∨∨))
4335,(((q∧r)∧t)q)⊢(p∨q),((q∧r)∧t)q((∨q)))
4336,((r∨(¬p))p)⊢(p∨(s∨p)),(r∨(¬p))p(s∨p)(p∨(s∨p))
4337,((t→(t→s))r)⊢((t→(t→s))→r),(t→(t→s))r((t→(t→s))→r)
4338,(((r∧q)∨t)q)⊢((r∧q)∨t),((r∧q)∨t)q(((r∧q)∨t)∧q)((r∧q)∨t)
4339,((r→(r∨q))s)⊢(q∨s),(r→(r∨q))s((r→(r∨q))→s)(q∨s)
4340,(q((s∧t)∧q))⊢s,q((s∧t)∧q)(s∧t)s
4341,((s∨(q∧r))((p∨r)∨t))⊢((p∨r)∨t),(s∨(q∧r))((p∨r)∨t)((s∨(q∧r))∧((p∨r)∨t))((p∨r)∨t)
4342,((p∧q)t)⊢((p∧q)→t),(p∧q)tq((p∧q)→t)
4343,(p(p∨(r∨q)))⊢(p∨(t∨p)),p(p∨(r∨q))(t∨p)(p∨(t∨p))
4344,(((s∧p)∨q)t)⊢(q∨((s∧p)∨q)),((s∧p)∨q)t(((s∧p)∨q)qt)(q∨((s∧p)∨q))
4345,((s∧q)(r∧s))⊢(s∨(s∧q)),(s∧q)(r∧s)((s(s)∨))(s∨(s∧q))
4346,((p∧p)(t→r))⊢((p∧p)∧(s∨(p∧p))),(p∧p)(t→r)(s∨(p∧p))((p∧p)∧(s∨(p∧p)))
4347,((q∨(s∧p))(t∨(p→s)))⊢((q∨(s∧p))∨r),(q∨(s∧p))(t∨(p→s))((q∨(s∧p))∨))((q∨(s∧p))∨r)
4348,((p∧r)(¬s))⊢(q∨(p∧r)),(p∧r)(¬s)((∨(rpr))(q((pr))
4349,(r((t∨t)∨s))⊢(r∨r),r((t∨t)∨s)(r∨((t∨t)∨s))(r∨r)
4350,(t(s∧s))⊢(t→s),t(s∧s)s(t→s)
4351,((s→p)s)⊢(t∨(s∨p)),(s→p)s(s∨p)(t∨(s∨p))
4352,(p(s∧t))⊢(r∨t),p(s∧t)s(r∨t)
4353,(((q→q)∧p)(t→s))⊢((q→q)∨q),((q→q)∧p)(t→s)((→q→q∨q))(q→
4354,((p∧q)q)⊢(p∨(p∧q)),(p∧q)q((p∧q)∧q)(p∨(p∧q))
4355,(s(t∨(s∧r)))⊢(q∨s),s(t∨(s∧r))(s∨(t∨(s∧r)))(q∨s)
4356,((s→q)p)⊢(p→(p∨q)),(s→q)p(p∨q)(p→(p∨q))
4357,(q(s→r))⊢(q∨s),q(s→r)(q∨(s→r))(q∨s)
4358,((p∧t)(¬r))⊢t,(p∧t)(¬r)t
4359,(t((q∧r)∧p))⊢(t→(q∧r)),t((q∧r)∧p)(q∧r)(t→(q∧r))
4360,(p(¬t))⊢((p→(¬t))∨q),p(¬t)(p→(¬t))((p→(¬t))∨q)
4361,(p(s∨(t∧q)))⊢(t∨p),p(s∨(t∧q))(p∨(s∨(t∧q)))(t∨p)
4362,(((t∧q)∧s)(¬q))⊢s,((t∧q)∧s)(¬q)ss)
4363,((q→(s∨s))q)⊢(s∨(s∨s)),(q→(s∨s))q(s∨s)(s∨(s∨s))
4364,(r((q∧q)∧s))⊢(s∨(r∨r)),r((q∧q)∧s)(r∨r)(s∨(r∨r))
4365,((p∧t)t)⊢((p∧t)∨q),(p∧t)t((p∧t)∧t)((p∧t)∨q)
4366,((t∧(q→s))((q∨r)∨t))⊢((t∧(q→s))∨t),(t∧(q→s))((q∨r)∨t)((t∧(q→s))∨))((t∧(q→s))∨t)
4367,((¬p)(t→s))⊢(q∨(¬p)),(¬p)(t→s)((∨()→)))(q(¬¬p))
4368,(r(q→(q∧s)))⊢(r→(q→(q∧s))),r(q→(q∧s))(r→(q→(q∧s)))
4369,(t(r∧q))⊢((r∧q)→r),t(r∧q)r((r∧q)→r)
4370,(((q→t)∨s)t)⊢(s∨((q→t)∨s)),((q→t)∨s)t(((q→t)∨s)→t)(s∨((q→t)∨s))
4371,(t(t→s))⊢t,t(t→s)(t∧(t→s))t
4372,((p∧(¬r))s)⊢((s∨s)∨p),(p∧(¬r))s(s∨s)((s∨s)∨p)
4373,((s→(q→r))(r→r))⊢(t∨(s→(q→r))),(s→(q→r))(r→r)((r→r→→q)(t∨(s→(q→r)))
4374,(((p→q)∧p)t)⊢p,((p→q)∧p)t(((p→q)∧p)∧t)p
4375,((s→q)(r∨(¬r)))⊢((s→q)∨p),(s→q)(r∨(¬r))((s→q)∨()((sr))→((s→p
4376,((p→s)(q∨q))⊢((q∨q)∨s),(p→s)(q∨q)((p→q)∨))((q∨q)∨s)
4377,(q(t∨q))⊢(s∨q),q(t∨q)(q∨(t∨q))(s∨q)
4378,(r(s∧p))⊢((s∧p)∨t),r(s∧p)(r∨(s∧p))((s∧p)∨t)
4379,(r(t→(p→t)))⊢(r→(t→(p→t))),r(t→(p→t))(r→(t→(p→t)))
4380,(((s∧p)→q)(r∨p))⊢(p∨((s∧p)→q)),((s∧p)→q)(r∨p)((∨(∧∨)))(p∨((s∧p)→q))
4381,(((s∨q)∧r)(¬s))⊢(((s∨q)∧r)→(¬s)),((s∨q)∧r)(¬s)(((s∨q)∧r)→(¬s))
4382,(p(t∨t))⊢(t∨(t∨t)),p(t∨t)(t∨(t(t∨(t∨t))
4383,(s(s→t))⊢(r∨s),s(s→t)(s∨(s→t))(r∨s)
4384,((s→q)p)⊢((s→q)∨r),(s→q)p((s→q)∨p)((s→q)∨r)
4385,((s∨(t∧p))s)⊢(s→(s∨s)),(s∨(t∧p))s(s∨s)(s→(s∨s))
4386,(r(r∨t))⊢(r→(r∨t)),r(r∨t)(r∨r)(r→(r∨t))
4387,(((¬r)→t)p)⊢(t∨(p∨q)),((¬r)→t)p(p∨q)(t∨(p∨q))
4388,((s∧r)q)⊢q,(s∧r)q((s∧r)∧q)q
4389,(((s∧p)∨q)r)⊢(t∨((s∧p)∨q)),((s∧p)∨q)r(((s∧p)∨q)qr)(t∨((s∧p)∨q))
4390,((r∧q)(q→(p→p)))⊢(q∨(r∧q)),(r∧q)(q→(p→p))((∨((rq)))
4391,((q→(r∧s))q)⊢(q∨r),(q→(r∧s))q((q→(r∧s))→q)(q∨r)
4392,((q∧(s→t))(q∨t))⊢q,(q∧(s→t))(q∨t)q
4393,(s(p∧t))⊢(r∨s),s(p∧t)((r∨s)
4394,((q→(r∧s))q)⊢r,(q→(r∧s))q((q→(r∧s))∧q)r
4395,(r(s∧(p→r)))⊢(r∨p),r(s∧(p→r))(rr∨p)
4396,(p(t∧(s∧p)))⊢(p∧(p∨t)),p(t∧(s∧p))(p∨t)(p∧(p∨t))
4397,((¬p)(t∧s))⊢(t∧s),(¬p)(t∧s)((¬p)∧(t∧s))(t∧s)
4398,(t(s→p))⊢(t→(t∧(s→p))),t(s→p)(t∧(s→p))(t→(t∧(s→p)))
4399,((s∧(s∧r))t)⊢(s∧r),(s∧(s∧r))ts(s∧r)
4400,((p→r)(t∨t))⊢((p→r)→(s∨(p→r))),(p→r)(t∨t)(s∨(p→r))((p→r)→(s∨(p→r)))
4401,((¬q)((p→q)∧r))⊢(((p→q)∧r)∨s),(¬q)((p→q)∧r)(((()q))r(∨s))r)
4402,(t(q∧t))⊢(s∨t),t(q∧t)((s∨t)
4403,(t(r→t))⊢(s∨((r→t)∨r)),t(r→t)((r→t)∨r)(s∨((r→t)∨r))
4404,((t→p)s)⊢((t→p)∨s),(t→p)s((t→p)∨s)((t→p)∨s)
4405,(s(r∧p))⊢(t∨p),s(r∧p)r(t∨p)
4406,(((s∧s)∧p)q)⊢(q∧(q∨s)),((s∧s)∧p)q(q∨s)(q∧(q∨s))
4407,(t((s→r)∨t))⊢(r∨((s→r)∨t)),t((s→r)∨t)(t∨((s→r)∨t))(r∨((s→r)∨t))
4408,((s→q)(p→(r∨p)))⊢(s∨(s→q)),(s→q)(p→(r∨p))((s→q)q))→(r∨s→q))∨(
4409,(((q∨t)∨p)r)⊢(r∨r),((q∨t)∨p)r(((q∨t)∨p)∧r)(r∨r)
4410,((r∧t)t)⊢(r∧t),(r∧t)tt(r∧t)
4411,(((q→s)∨t)(t∨r))⊢((t∨r)∨s),((q→s)∨t)(t∨r)(((q→s)∨t)((t∨r))((t∨r)∨s
4412,(t(t∧(t→r)))⊢(t∨t),t(t∧(t→r))(tt∨t)
4413,(p((¬t)∧r))⊢(¬t),p((¬t)∧r)(¬t)
4414,((q→s)r)⊢(r∧(r∨q)),(q→s)r(r∨q)(r∧(r∨q))
4415,(q(s∨r))⊢((s∨r)∧((s∨r)∨q)),q(s∨r)((s∨r)∨q)((s∨r)∧((s∨r)∨q))
4416,(((r∧p)∨s)r)⊢r,((r∧p)∨s)r(((r∧p)∨s)∧r)r
4417,((q∨(s∧p))s)⊢(s∨r),(q∨(s∧p))s((q∨(s∧p))∧s)(s∨r)
4418,((s∧t)(q∨(r∧s)))⊢((s∧t)∨s),(s∧t)(q∨(r∧s))((s∧∧)∨∨))∧
4419,(p(r∧t))⊢(p∨t),p(r∧t)r(p∨t)
4420,((r∨(p∧r))(q∧q))⊢(t∨(r∨(p∧r))),(r∨(p∧r))(q∧q)(r∨(q∧r))(t∨(r∨(p∧r)))
4421,((t∨q)(s→p))⊢(s∨(t∨q)),(t∨q)(s→p)((∨(q)∨))(s∨(t∨q))
4422,((t→r)t)⊢(t→(t∨t)),(t→r)t(t∨t)(t→(t∨t))
4423,(r(p∨t))⊢(r∧(t∨r)),r(p∨t)(t∨r)(r∧(t∨r))
4424,((q∧t)r)⊢((q∧t)→t),(q∧t)rt((q∧t)→t)
4425,(r((r∨r)→r))⊢(r∨r),r((r∨r)→r)(r∨((r∨r)→r))(r∨r)
4426,(r(r∨(r→t)))⊢(t∨(p∨r)),r(r∨(r→t))(p∨r)(t∨(p∨r))
4427,(((t∧p)∧p)r)⊢(r∨((t∧p)∧p)),((t∧p)∧p)r(((t∧p)∧p)∧r)(r∨((t∧p)∧p))
4428,(((p→q)∧p)t)⊢(p→q),((p→q)∧p)tp(p→q)
4429,(((p∧q)∧r)(r∧q))⊢p,((p∧q)∧r)(r∧q)p
4430,((p→(q∧p))(r∨s))⊢((r∨s)∨r),(p→(q∧p))(r∨s)((r→rq∨r))(r∨ss∨r)
4431,(r((t∨s)→t))⊢(p∨(t∨r)),r((t∨s)→t)(t∨r)(p∨(t∨r))
4432,(t(s∧(p∨r)))⊢(t∧(s∧(p∨r))),t(s∧(p∨r))(t∧(s∧(p∨r)))
4433,(((s∨p)∨q)(s∨t))⊢(((s∨p)∨q)∨t),((s∨p)∨q)(s∨t)(((s∨p)q)(((s∨p)∨q)∨t)
4434,((q∧s)t)⊢(q∨(q∨t)),(q∧s)t(q∨t)(q∨(q∨t))
4435,((r→p)(r∧q))⊢(r∨(r→p)),(r→p)(r∧q)((r(r)∨))(r∨(r→p))
4436,((r∨r)t)⊢(t∧(t∨r)),(r∨r)t(t∨r)(t∧(t∨r))
4437,(((s∧r)∨q)t)⊢(t→(((s∧r)∨q)∧t)),((s∧r)∨q)t(((s∧r)∨q)∧t)(t→(((s∧r)∨q)∧t))
4438,((s∧q)(¬q))⊢(q∨(s∧q)),(s∧q)(¬q)((∨((∧∧))(q((sq))
4439,((s∧(t→s))s)⊢((p∨s)∨r),(s∧(t→s))s(p∨s)((p∨s)∨r)
4440,(((s∧q)∧p)q)⊢(q∧(q∨t)),((s∧q)∧p)q(q∨t)(q∧(q∨t))
4441,(((s∧t)→p)s)⊢(s∨r),((s∧t)→p)s(((s∧t)→p)∧s)(s∨r)
4442,((t→(¬s))(t∨(r∧t)))⊢(t∨(r∧t)),(t→(¬s))(t∨(r∧t))((t→(¬s))∧(t∨(r∧t)))(t∨(r∧t))
4443,(r(q∨s))⊢(t∨(q∨s)),r(q∨s)(r∨(q(s∨(q∨s))
4444,((t∧p)(r∨s))⊢((t∧p)→((t∧p)∨p)),(t∧p)(r∨s)((t∧p)∨p)((t∧p)→((t∧p)∨p))
4445,((r∧q)r)⊢(s∨(s∨(r∧q))),(r∧q)r(s∨(r∧q))(s∨(s∨(r∧q)))
4446,(((q∨q)∨t)t)⊢(s∨((q∨q)∨t)),((q∨q)∨t)t(((q∨q)∨t)∧t)(s∨((q∨q)∨t))
4447,((q∧s)s)⊢(s→q),(q∧s)sq(s→q)
4448,(t(r∧q))⊢(r∨t),t(r∧q)r(r∨t)
4449,(((q∨s)∧q)(¬r))⊢((¬r)∨p),((q∨s)∧q)(¬r)(((q)∨p)())
4450,((t→q)s)⊢(t→q),(t→q)s((t→q)∧s)(t→q)
4451,((s→r)(¬p))⊢((s→r)∧((s→r)∧(¬p))),(s→r)(¬p)((s→r)→(¬p))((s→r)∧((s→r)∧(¬p)))
4452,((t∨p)(¬p))⊢(p∨(t∨p)),(t∨p)(¬p)((∨(p∨p))(p((t∨p))
4453,(r(t∧(p∨s)))⊢(r→t),r(t∧(p∨s))t(r→t)
4454,((s∨(q∧s))(s∨t))⊢((s∨t)∨r),(s∨(q∧s))(s∨t)((s∨sq∨r))(ss∨t)r)
4455,((r→(s→r))t)⊢(t∨r),(r→(s→r))t((r→(s→r))→t)(t∨r)
4456,(q(s∧(¬s)))⊢((q∨q)∨q),q(s∧(¬s))(q∨q)((q∨q)∨q)
4457,(((q∧s)∨t)p)⊢(s∨p),((q∧s)∨t)p(((q∧s)∨t)∧p)(s∨p)
4458,(((r∧t)∨s)(r∧q))⊢((r∧q)∨t),((r∧t)∨s)(r∧q)(((r∧))∨s)(r∧q))(r
4459,((p∧t)s)⊢p,(p∧t)s((p∧t)∧s)p
4460,((s∨(t→t))s)⊢s,(s∨(t→t))s((s∨(t→t))∧s)s
4461,(q(r∧r))⊢((r∧r)→((r∧r)∨r)),q(r∧r)((r∧r)∨r)((r∧r)→((r∧r)∨r))
4462,((r∧(r∨t))s)⊢(s→r),(r∧(r∨t))sr(s→r)
4463,((q∨t)((¬q)∨q))⊢((q∨t)∨q),(q∨t)((¬q)∨q)((q∨t)∨))((q∨t)∨()q
4464,((r→q)t)⊢(t∧(p∨t)),(r→q)t(p∨t)(t∧(p∨t))
4465,((p∧t)((¬r)→t))⊢((p∧t)∧((¬r)→t)),(p∧t)((¬r)→t)()p∧t)∧((¬r)→t))
4466,((s∨s)(s∧t))⊢t,(s∨s)(s∧t)t
4467,((t∨p)(¬p))⊢(t∨(t∨p)),(t∨p)(¬p)((∨(p∨p))(t((t∨p))
4468,((r∧s)(¬p))⊢((r∧s)∨p),(r∧s)(¬p)(((∧ss)∨))(
4469,(s(p→s))⊢(t∨(s∨r)),s(p→s)(s∨r)(t∨(s∨r))
4470,((q∧(q→q))(¬q))⊢((q∧(q→q))∧(q→q)),(q∧(q→q))(¬q)(q→q)((q∧(q→q))∧(q→q))
4471,(q((q∨p)∧r))⊢(r∨((q∨p)∧r)),q((q∨p)∧r)(q∨((q∨p)∧r))(r∨((q∨p)∧r))
4472,(q(s∧t))⊢(q∨t),q(s∧t)s(q∨t)
4473,(((s∨t)∧p)(p∧q))⊢(((s∨t)∧p)∧(((s∨t)∧p)∨q)),((s∨t)∧p)(p∧q)(((s∨t)∧p)∨q)(((s∨t)∧p)∧(((s∨t)∧p)∨q))
4474,((¬s)((t∨s)∧t))⊢((¬s)→(r∨(¬s))),(¬s)((t∨s)∧t)(r∨(¬s))((¬s)→(r∨(¬s)))
4475,((q∧t)(p→r))⊢((p→r)∨q),(q∧t)(p→r)((p→r)∨q)((p→r)∨q)
4476,(r(s∨t))⊢(r∨q),r(s∨t)(r∨(s∨t))(r∨q)
4477,((t∧q)r)⊢(p∨(t∧q)),(t∧q)r((t∧q)∧r)(p∨(t∧q))
4478,((¬q)r)⊢((¬q)→r),(¬q)r((¬q)→r)
4479,(p(t∧(q∨t)))⊢(p∧(t∧(q∨t))),p(t∧(q∨t))(p∧(t∧(q∨t)))
4480,(((t∧p)∧p)r)⊢((r∨t)∨t),((t∧p)∧p)r(r∨t)((r∨t)∨t)
4481,(((t∧t)∨s)t)⊢t,((t∧t)∨s)t(((t∧t)∨s)∧t)t
4482,((t→r)q)⊢(q→((t→r)→q)),(t→r)q((t→r)→q)(q→((t→r)→q))
4483,(r((p∨s)→r))⊢(r∨s),r((p∨s)→r)(r∨((p∨s)→r))(r∨s)
4484,((q∧s)t)⊢(p∨t),(q∧s)ts(p∨t)
4485,(q(q∧q))⊢(r∨(q∧q)),q(q∧q)(q∨(q∧q))(r∨(q∧q))
4486,((q→p)(s∧r))⊢((s∧r)∧s),(q→p)(s∧r)s((s∧r)∧s)
4487,((p∧p)t)⊢((p∧p)∨q),(p∧p)t((p∧p)∨t)((p∧p)∨q)
4488,(((r∨r)∨t)((¬p)∨r))⊢((¬p)∨r),((r∨r)∨t)((¬p)∨r)(((r∨r)∨t)∧((¬p)∨r))((¬p)∨r)
4489,((q∨q)((¬r)→t))⊢(s∨(q∨q)),(q∨q)((¬r)→t)((∨(q∨q))(s∨(q∨())
4490,((p∧s)s)⊢(p∨s),(p∧s)ss(p∨s)
4491,(t((s∧q)→s))⊢((t∨r)∨s),t((s∧q)→s)(t∨r)((t∨r)∨s)
4492,((¬s)(t∧(¬s)))⊢(p∨(¬s)),(¬s)(t∧(¬s))((∨s¬s))(p∨(¬s))
4493,(((t∧t)→r)q)⊢(r∨((t∧t)→r)),((t∧t)→r)q(((t∧t)→r)∧q)(r∨((t∧t)→r))
4494,(((r∨r)∨t)((¬p)∨r))⊢((r∨r)∨t),((r∨r)∨t)((¬p)∨r)(((r∨r)∨t)∧((¬p)∨r))((r∨r)∨t)
4495,(q((p→s)∧s))⊢((q∨s)∨p),q((p→s)∧s)(q∨s)((q∨s)∨p)
4496,(((t∨t)∨p)t)⊢(t∨s),((t∨t)∨p)t(((t∨t)∨p)∧t)(t∨s)
4497,(((q∨q)→p)s)⊢(s∨r),((q∨q)→p)s(((q∨q)→p)∧s)(s∨r)
4498,((¬s)(p∧(r∨r)))⊢((p∧(r∨r))∨t),(¬s)(p∧(r∨r))((∨s)r(r((r∨)rr())
4499,(r(t→t))⊢(p∨(t→t)),r(t→t)(r∨(t→t))(p∨(t→t))
4500,((¬r)(r∨p))⊢((¬r)∧(p∨(¬r))),(¬r)(r∨p)(p∨(¬r))((¬r)∧(p∨(¬r)))
4501,((t→q)t)⊢((t→q)∨q),(t→q)t((t→q)∨t)((t→q)∨q)
4502,((s∧t)p)⊢(t∨(p∨s)),(s∧t)p(p∨s)(t∨(p∨s))
4503,((q∧t)t)⊢((q∧t)∧t),(q∧t)tt((q∧t)∧t)
4504,(((q∨r)→s)t)⊢(t→(q∨t)),((q∨r)→s)t(q∨t)(t→(q∨t))
4505,(((t∨t)∨p)t)⊢(((t∨t)∨p)→(((t∨t)∨p)∧t)),((t∨t)∨p)t(((t∨t)∨p)∧t)(((t∨t)∨p)→(((t∨t)∨p)∧t))
4506,(p(r∧(p→q)))⊢(p∧r),p(r∧(p→q))r(p∧r)
4507,((¬s)(s∨s))⊢(s∨s),(¬s)(s∨s)((¬s)∧(s∨s))(s∨s)
4508,(r((t→p)∨s))⊢((p∨r)∨r),r((t→p)∨s)(p∨r)((p∨r)∨r)
4509,((r→q)(t∧s))⊢((t∧s)∨s),(r→q)(t∧s)((r∧s)∨s)((t∧s)∨s)
4510,((¬s)(p∨q))⊢((¬s)→(p∨q)),(¬s)(p∨q)((¬s)∨p)((¬s)→(p∨q))
4511,(t((r→s)∧r))⊢(t→((r→s)∧r)),t((r→s)∧r)(t→((r→s)∧r))
4512,((¬r)(t→s))⊢(p∨(t→s)),(¬r)(t→s)((∨(t→s))(p((t→s))
4513,(q(p∧(p→s)))⊢((p→s)∨p),q(p∧(p→s))(p→s)((p→s)∨p)
4514,(p(t→t))⊢p,p(t→t)(p∧(t→t))p
4515,(((s→t)∧s)((s∨q)→s))⊢s,((s→t)∧s)((s∨q)→s)s
4516,((t→(r∨r))q)⊢(q∧(p∨q)),(t→(r∨r))q(p∨q)(q∧(p∨q))
4517,((s∧t)s)⊢(s∧s),(s∧t)ss(s∧s)
4518,((s→p)p)⊢((s→p)→((s→p)→p)),(s→p)p((s→p)→p)((s→p)→((s→p)→p))
4519,((s→q)s)⊢(q∨(s→q)),(s→q)s((s→q)qs)(q∨(s→q))
4520,((t∨(t∨s))p)⊢(t∨(r∨p)),(t∨(t∨s))p(r∨p)(t∨(r∨p))
4521,((t→s)s)⊢(q∨s),(t→s)s((t→s)∧s)(q∨s)
4522,((r∧(t→s))(s→(r∨q)))⊢((t→s)∨t),(r∧(t→s))(s→(r∨q))(t→s)((t→s)∨t→(
4523,((p∨t)(s∧(p∧r)))⊢((p∨t)∧(p∧r)),(p∨t)(s∧(p∧r))()∧p)((p∨t)∧(p∧r))
4524,((¬q)((p→q)∧r))⊢(¬q),(¬q)((p→q)∧r)((¬q)∧((p→q)∧r))(¬q)
4525,((q∧t)((t∨p)∨s))⊢(p∨(q∧t)),(q∧t)((t∨p)∨s)((∨((q∧t))
4526,(t((p∨p)∧t))⊢t,t((p∨p)∧t)(t∧((p∨p)∧t))t
4527,(((s∧q)→r)(¬s))⊢(p∨(¬s)),((s∧q)→r)(¬s)(((s∧q)→()∨(¬s))((¬
4528,(((q∧s)→t)s)⊢(p∨(r∨s)),((q∧s)→t)s(r∨s)(p∨(r∨s))
4529,(((p→r)∧q)s)⊢(s∨((p→r)∧q)),((p→r)∧q)s(((p→r)∧q)qs)(s∨((p→r)∧q))
4530,((s∧r)((p∨t)∨p))⊢((s∧r)∨s),(s∧r)((p∨t)∨p)((s∧r)∨∨))
4531,((s→t)t)⊢((s→t)∧t),(s→t)t((s→t)∧t)
4532,((p∧p)q)⊢(q∧p),(p∧p)qp(q∧p)
4533,((s→s)(p∨s))⊢(r∨(s→s)),(s→s)(p∨s)((s(s)s))(r∨(s→s))
4534,((r→(s∧t))q)⊢(q∨r),(r→(s∧t))q((r→(s∧t))→q)(q∨r)
4535,(s(p→p))⊢((s∨(p→p))∨q),s(p→p)(s∨(p→p))((s∨(p→p))∨q)
4536,(p(t∧(s∧p)))⊢t,p(t∧(s∧p))(s∧p)t
4537,(s(t∨(r→t)))⊢(r∨(s∨t)),s(t∨(r→t))(s∨t)(r∨(s∨t))
4538,(q((p∧t)∧r))⊢((t∨q)∨p),q((p∧t)∧r)(t∨q)((t∨q)∨p)
4539,((p∧t)s)⊢((p∧t)→p),(p∧t)sp((p∧t)→p)
4540,(t(s∧q))⊢(r∨(s∧q)),t(s∧q)(t∨(s∧q))(r∨(s∧q))
4541,(q(t∨(t∨p)))⊢(p∨q),q(t∨(t∨p))(q∨(t∨(t∨p)))(p∨q)
4542,((s∧p)(r∧q))⊢(s∨(s∧p)),(s∧p)(r∧q)((s(s)∨))(s∨(s∧p))
4543,(((s∧s)∨s)(¬q))⊢((¬q)∨s),((s∧s)∨s)(¬q)(((s∧s))s)∧(¬q))((¬q)∨s)
4544,((¬p)(¬p))⊢(q∨(¬p)),(¬p)(¬p)((¬p¬p))(q∨(¬p))
4545,((p∨(r→s))(p→r))⊢((p∨(r→s))∨p),(p∨(r→s))(p→r)((p(p→r))((p∨(r→s))∨p)
